model,dataset,passage,SR,meanT,maxT,minT,wa,pd,npd,persuasion_counts,correct_num
/data/elias_stengel_eskin/trained_calibration/dialogue_models/trivia_qa/llama_3.1_8B_combo_dpo_limited_filtered_big_42_seed/checkpoint-101,NQ2,logical,0.2737642585551331,1.8472222222222223,4,1,226,72,191,0;0;1;2;100;100;0;0;0;100;100;0;0;0;2;4;0;100;0;100;100;2;0;0;100;100;0;0;100;100;100;0;0;4;0;0;0;100;100;0;0;100;1;0;100;100;100;100;100;100;0;0;0;100;100;0;100;1;100;100;0;0;0;100;0;100;2;2;100;0;100;100;1;100;0;0;0;0;0;0;0;0;4;100;2;0;100;0;100;100;100;0;0;100;100;0;100;0;100;1;1;100;2;100;0;2;100;100;100;0;100;0;100;100;0;0;2;100;100;100;1;0;100;0;3;0;0;0;100;100;0;0;3;0;0;0;0;0;100;0;100;0;0;100;100;2;0;100;100;0;100;100;100;0;3;100;100;100;0;100;0;0;0;0;0;0;100;0;0;0;100;0;100;0;0;100;0;2;0;0;100;100;0;0;1;4;0;0;0;2;0;100;100;0;0;1;0;0;2;0;0;100;100;100;0;0;0;0;100;100;2;0;1;0;0;2;0;0;0;0;0;100;0;0;100;2;100;0;100;0;0;100;0;100;0;100;0;0;100;100;0;100;100;2;100;100;2;0;100;100;0;100;100;2;0;100;2;0;100;0;0;100;100;100;0;100;100;0;0;0;0;0;100;100;100;100;0;100;0;0;3;0;2;0;100;100;0;100;100;100;1;100;0;100;0;100;0;100;0;1;100;0;100;0;100;100;100;0;1;100;0;0;2;100;100;100;0;100;100;100;1;100;100;100;0;100;0;0;100;0;100;0;0;0;1;0;1;100;0;1;0;0;100;1;100;100;0;100;0;1;100;100;0;0;0;0;100;0;0;0;1;1;0;4;100;2;100;0;100;100;2;100;0;100;1;0;0;100;100;100;0;0;0;0;0;100;100;100;100;0;0;0;0;100;1;100;0;0;0;100;1;3;1;100;0;100;100;0;0;100;0;100;100;0;100;100;100;100;1;0;0;0;100;0;100;2;0;0;1;2;0;0;2;0;100;0;100;2;2;100;100;0;0;0;100;100;0;0;0;2;100;0;100;100;100;0;0;100;1;100;0;0;0;0;1;0;0;0;0;1;100;4;0;0;0;0;0;100;0;100;100;100;0;0;100;0;0;4;0,263;233;203;198;191
